"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","YearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_1360-7863_KnowledgeField_37_YearEvaluation_2014_Qualis_A2","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1360-7863_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1360-7863","1360-7863","Aging & Mental Health","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1945-4589_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1945-4589","1945-4589","Aging (Albany)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_2152-5250_KnowledgeField_8_YearEvaluation_2014_Qualis_C","Journal_2152-5250","2152-5250","Aging and Disease","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2152-5250_KnowledgeField_16_YearEvaluation_2014_Qualis_B4","Journal_2152-5250","2152-5250","Aging and Disease","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2152-5250_KnowledgeField_37_YearEvaluation_2014_Qualis_B5","Journal_2152-5250","2152-5250","Aging and Disease","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0161-9152_KnowledgeField_1_YearEvaluation_2014_Qualis_A1","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0161-9152_KnowledgeField_6_YearEvaluation_2014_Qualis_A2","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0161-9152_KnowledgeField_8_YearEvaluation_2014_Qualis_A2","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0161-9152_KnowledgeField_14_YearEvaluation_2014_Qualis_A2","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0161-9152_KnowledgeField_15_YearEvaluation_2014_Qualis_A2","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0161-9152_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0161-9152_KnowledgeField_21_YearEvaluation_2014_Qualis_A1","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0161-9152_KnowledgeField_45_YearEvaluation_2014_Qualis_A1","Journal_0161-9152","0161-9152","Aging Association)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1474-9718_KnowledgeField_6_YearEvaluation_2014_Qualis_A1","Journal_1474-9718","1474-9718","Aging Cell (Print)","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1474-9718_KnowledgeField_8_YearEvaluation_2014_Qualis_A1","Journal_1474-9718","1474-9718","Aging Cell (Print)","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1474-9718_KnowledgeField_24_YearEvaluation_2014_Qualis_A1","Journal_1474-9718","1474-9718","Aging Cell (Print)","KnowledgeField_24","24","MEDICINA VETERINÁRIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1474-9718_KnowledgeField_48_YearEvaluation_2014_Qualis_A1","Journal_1474-9718","1474-9718","Aging Cell (Print)","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1594-0667_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1594-0667_KnowledgeField_16_YearEvaluation_2014_Qualis_B2","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1594-0667_KnowledgeField_18_YearEvaluation_2014_Qualis_B1","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1594-0667_KnowledgeField_20_YearEvaluation_2014_Qualis_A2","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_20","20","ENFERMAGEM","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1594-0667_KnowledgeField_21_YearEvaluation_2014_Qualis_B1","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1594-0667_KnowledgeField_22_YearEvaluation_2014_Qualis_B1","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1594-0667_KnowledgeField_45_YearEvaluation_2014_Qualis_B1","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1594-0667_KnowledgeField_48_YearEvaluation_2014_Qualis_B2","Journal_1594-0667","1594-0667","Aging Clinical and Experimental Research","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1368-5538_KnowledgeField_6_YearEvaluation_2014_Qualis_B3","Journal_1368-5538","1368-5538","Aging Male","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1368-5538_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_1368-5538","1368-5538","Aging Male","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1368-5538_KnowledgeField_17_YearEvaluation_2014_Qualis_B1","Journal_1368-5538","1368-5538","Aging Male","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1368-5538_KnowledgeField_21_YearEvaluation_2014_Qualis_B1","Journal_1368-5538","1368-5538","Aging Male","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1368-5538_KnowledgeField_48_YearEvaluation_2014_Qualis_B2","Journal_1368-5538","1368-5538","Aging Male","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1382-5585_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_1382-5585","1382-5585","Aging, Neuropsychology, and Cognition","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1382-5585_KnowledgeField_21_YearEvaluation_2014_Qualis_B1","Journal_1382-5585","1382-5585","Aging, Neuropsychology, and Cognition","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1382-5585_KnowledgeField_37_YearEvaluation_2014_Qualis_A2","Journal_1382-5585","1382-5585","Aging, Neuropsychology, and Cognition","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1382-5585_KnowledgeField_45_YearEvaluation_2014_Qualis_B1","Journal_1382-5585","1382-5585","Aging, Neuropsychology, and Cognition","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1296-9915_KnowledgeField_11_YearEvaluation_2014_Qualis_C","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1296-9915_KnowledgeField_13_YearEvaluation_2014_Qualis_B5","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1296-9915_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1296-9915_KnowledgeField_30_YearEvaluation_2014_Qualis_C","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_30","30","PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1296-9915_KnowledgeField_39_YearEvaluation_2014_Qualis_B4","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_39","39","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1296-9915_KnowledgeField_40_YearEvaluation_2014_Qualis_B5","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1296-9915_KnowledgeField_45_YearEvaluation_2014_Qualis_B4","Journal_1296-9915","1296-9915","AGIR","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2177-8132_KnowledgeField_45_YearEvaluation_2014_Qualis_B5","Journal_2177-8132","2177-8132","AGIRÁS Revista AGIR de Ambiente e Sustentabilidades","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2177-8132_KnowledgeField_49_YearEvaluation_2014_Qualis_B5","Journal_2177-8132","2177-8132","AGIRÁS Revista AGIR de Ambiente e Sustentabilidades","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1983-005X_KnowledgeField_11_YearEvaluation_2014_Qualis_B5","Journal_1983-005X","1983-005X","Agitprop (São Paulo)","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1983-005X_KnowledgeField_13_YearEvaluation_2014_Qualis_B5","Journal_1983-005X","1983-005X","Agitprop (São Paulo)","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1808-3307_KnowledgeField_33_YearEvaluation_2014_Qualis_C","Journal_1808-3307","1808-3307","Agnes (PUCSP)","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1808-3307_KnowledgeField_44_YearEvaluation_2014_Qualis_C","Journal_1808-3307","1808-3307","Agnes (PUCSP)","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1516-1498_KnowledgeField_11_YearEvaluation_2014_Qualis_A2","Journal_1516-1498","1516-1498","Agora","KnowledgeField_11","11","ARTES / MÚSICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1516-1498_KnowledgeField_22_YearEvaluation_2014_Qualis_B3","Journal_1516-1498","1516-1498","Agora","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1516-1498_KnowledgeField_32_YearEvaluation_2014_Qualis_B1","Journal_1516-1498","1516-1498","Agora","KnowledgeField_32","32","SERVIÇO SOCIAL","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1516-1498_KnowledgeField_33_YearEvaluation_2014_Qualis_C","Journal_1516-1498","1516-1498","Agora","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1516-1498_KnowledgeField_37_YearEvaluation_2014_Qualis_A2","Journal_1516-1498","1516-1498","Agora","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1516-1498_KnowledgeField_38_YearEvaluation_2014_Qualis_A2","Journal_1516-1498","1516-1498","Agora","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1516-1498_KnowledgeField_41_YearEvaluation_2014_Qualis_B2","Journal_1516-1498","1516-1498","Agora","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1516-1498_KnowledgeField_44_YearEvaluation_2014_Qualis_C","Journal_1516-1498","1516-1498","Agora","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1516-1498_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1516-1498","1516-1498","Agora","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0104-7507_KnowledgeField_2_YearEvaluation_2014_Qualis_C","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0104-7507_KnowledgeField_22_YearEvaluation_2014_Qualis_C","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0104-7507_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0104-7507_KnowledgeField_30_YearEvaluation_2014_Qualis_B3","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_30","30","PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0104-7507_KnowledgeField_32_YearEvaluation_2014_Qualis_C","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_32","32","SERVIÇO SOCIAL","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0104-7507_KnowledgeField_38_YearEvaluation_2014_Qualis_C","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0104-7507_KnowledgeField_40_YearEvaluation_2014_Qualis_C","Journal_0104-7507","0104-7507","Ágora (Caçador)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1677-6550_KnowledgeField_7_YearEvaluation_2014_Qualis_C","Journal_1677-6550","1677-6550","Ágora (Campo Grande)","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1496-9580_KnowledgeField_37_YearEvaluation_2014_Qualis_C","Journal_1496-9580","1496-9580","Agora (Edmonton)","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1496-9580_KnowledgeField_45_YearEvaluation_2014_Qualis_B5","Journal_1496-9580","1496-9580","Agora (Edmonton)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0103-3557_KnowledgeField_31_YearEvaluation_2014_Qualis_B1","Journal_0103-3557","0103-3557","Agora (Florianopolis)","KnowledgeField_31","31","CIÊNCIAS SOCIAIS APLICADAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1808-2254_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_1808-2254","1808-2254","Ágora (Natal)","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-3792_KnowledgeField_38_YearEvaluation_2014_Qualis_C","Journal_2175-3792","2175-3792","Ágora (Porto Alegre)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-3792_KnowledgeField_41_YearEvaluation_2014_Qualis_C","Journal_2175-3792","2175-3792","Ágora (Porto Alegre)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2175-3792_KnowledgeField_46_YearEvaluation_2014_Qualis_B2","Journal_2175-3792","2175-3792","Ágora (Porto Alegre)","KnowledgeField_46","46","ENSINO","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1414-0454_KnowledgeField_30_YearEvaluation_2014_Qualis_B3","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_30","30","PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1414-0454_KnowledgeField_33_YearEvaluation_2014_Qualis_C","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1414-0454_KnowledgeField_34_YearEvaluation_2014_Qualis_B5","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1414-0454_KnowledgeField_36_YearEvaluation_2014_Qualis_B4","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_36","36","GEOGRAFIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1414-0454_KnowledgeField_37_YearEvaluation_2014_Qualis_B3","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1414-0454_KnowledgeField_38_YearEvaluation_2014_Qualis_B5","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1414-0454_KnowledgeField_40_YearEvaluation_2014_Qualis_B4","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1414-0454_KnowledgeField_44_YearEvaluation_2014_Qualis_C","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_44","44","FILOSOFIA/TEOLOGIA:subcomissão TEOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1414-0454_KnowledgeField_45_YearEvaluation_2014_Qualis_B3","Journal_1414-0454","1414-0454","Ágora (UNISC)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1982-6737_KnowledgeField_40_YearEvaluation_2014_Qualis_B4","Journal_1982-6737","1982-6737","Ágora (UNISC. Online)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1809-4589_KnowledgeField_34_YearEvaluation_2014_Qualis_C","Journal_1809-4589","1809-4589","Ágora (URI. Cerro Grande)","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1809-4589_KnowledgeField_38_YearEvaluation_2014_Qualis_B5","Journal_1809-4589","1809-4589","Ágora (URI. Cerro Grande)","KnowledgeField_38","38","EDUCAÇÃO","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1809-4589_KnowledgeField_40_YearEvaluation_2014_Qualis_B5","Journal_1809-4589","1809-4589","Ágora (URI. Cerro Grande)","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1809-4589_KnowledgeField_41_YearEvaluation_2014_Qualis_B5","Journal_1809-4589","1809-4589","Ágora (URI. Cerro Grande)","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0874-5498_KnowledgeField_40_YearEvaluation_2014_Qualis_A2","Journal_0874-5498","0874-5498","Agora - Estudos Classicos em Debate","KnowledgeField_40","40","HISTÓRIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0874-5498_KnowledgeField_41_YearEvaluation_2014_Qualis_A2","Journal_0874-5498","0874-5498","Agora - Estudos Classicos em Debate","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_2175-9073_KnowledgeField_41_YearEvaluation_2014_Qualis_C","Journal_2175-9073","2175-9073","Ágora Ateniense","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1575-7668_KnowledgeField_45_YearEvaluation_2014_Qualis_C","Journal_1575-7668","1575-7668","Ágora de Enfermería","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1268-5666_KnowledgeField_39_YearEvaluation_2014_Qualis_B3","Journal_1268-5666","1268-5666","Agora Debats / Jeunesse","KnowledgeField_39","39","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1982-999X_KnowledgeField_33_YearEvaluation_2014_Qualis_B4","Journal_1982-999X","1982-999X","Ágora Filosófica","KnowledgeField_33","33","FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA","YearEvaluation_2014","2014","Qualis_B4","B4"
